common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,fl_reg,wp_catch_precal,wp_int,wp_catch
,2017011263weS:8AM-8PM,2017112631550820170106,2017,12,3,1,1550820170106005,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263weS:8AM-8PM,,0,8,5629.1415199,31116.530314,31116.530314
BLUEFISH,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118001,6,1,wd,8835250101,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48768.898599
CREVALLE JACK,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118001,6,1,wd,8835280303,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48813.254264
BLUE RUNNER,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118002,6,1,wd,8835280306,1,0,0,1,0,0,256,0.2999955782,0,0,6,01,1,0.3000309629,256,1,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48802.223733
FLORIDA POMPANO,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118002,6,1,wd,8835280901,1,0,0,1,0,0,293,0.5555711516,0,0,6,01,1,0.5555711516,293,1,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48768.898599
GULF KINGFISH,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118002,6,1,wd,8835440602,2,0,0,2,0,0,640,0.7296128192,0,0,6,01,2,0.7296128192,640,2,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48768.898599
,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48788.872011
GRAY SNAPPER,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118004,6,1,wd,8835360102,0,2,0,0,0,2,0,0,0,0,6,01,2,0,0,0,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48773.798218
STINGRAY GENUS,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118005,6,1,wd,8713050100,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48781.142893
STINGRAY GENUS,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118006,6,1,wd,8713050100,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48781.142893
STINGRAY GENUS,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118007,6,1,wd,8713050100,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8826.1596769,48788.872011,48781.142893
,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118008,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49606.738338
CREVALLE JACK,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118009,6,1,wd,8835280303,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49631.529319
BLUEFISH,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118010,6,1,wd,8835250101,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49586.430104
SPANISH MACKEREL,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118010,6,1,wd,8850030502,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49592.980139
BLACK DRUM,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118011,6,1,wd,8835440801,2,0,0,2,0,0,808,1.98,0,0,6,01,2,1.98,808,2,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49586.430104
BLUE RUNNER,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118011,6,1,wd,8835280306,0,4,0,0,0,4,0,0,0,0,6,01,4,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49620.313879
CREVALLE JACK,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118011,6,1,wd,8835280303,0,4,0,0,0,4,0,0,0,0,6,01,4,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49631.529319
FLORIDA POMPANO,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118011,6,1,wd,8835280901,1,0,0,1,0,0,303,0.58,0,0,6,01,1,0.58,303,1,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49586.430104
BLUE RUNNER,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118012,6,1,wd,8835280306,0,8,0,0,0,8,0,0,0,0,6,01,8,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49620.313879
BLUEFISH,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118012,6,1,wd,8835250101,0,2,0,0,0,2,0,0,0,0,6,01,2,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49586.430104
CREVALLE JACK,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118012,6,1,wd,8835280303,0,3,0,0,0,3,0,0,0,0,6,01,3,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49631.529319
FLORIDA POMPANO,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118013,6,1,wd,8835280901,1,0,0,1,0,0,304,0.5,0,0,6,01,1,0.5,304,1,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49586.430104
,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118014,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49606.738338
SHEEPSHEAD,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118015,6,1,wd,8835430301,1,0,0,1,0,0,409,1.8195818468,0,0,6,01,1,1.8196132998,409,1,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49616.740177
HAIRY BLENNY,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118016,6,1,wd,8842090307,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49601.730764
,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118017,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49606.738338
HAIRY BLENNY,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118018,6,1,wd,8842090307,0,4,0,0,0,4,0,0,0,0,6,01,4,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49601.730764
PINFISH,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118018,6,1,wd,8835430201,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49586.430104
,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118019,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49606.738338
,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118020,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49606.738338
,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118021,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49606.738338
,2017011263wdS:8AM-8PM,2017112631550820170118,2017,12,3,1,1550820170118022,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,0,0,0,0,2017011263wdS:8AM-8PM,,0,8,8974.115932,49606.738338,49606.738338
SHEEPSHEAD,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120002,6,1,we,8835430301,4,0,0,4,0,0,1229,2.6393934481,0,0,6,01,4,2.6394390722,1229,4,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24699.076018
CREVALLE JACK,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120003,6,1,we,8835280303,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24706.438012
LADYFISH,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120003,6,1,we,8738010101,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24706.438012
STINGRAY GENUS,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120003,6,1,we,8713050100,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24690.185098
MOJARRA FAMILY,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120004,6,1,we,8835390000,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24706.438012
RED DRUM,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120004,6,1,we,8835440901,1,0,0,1,0,0,570,2.16,0,0,6,01,1,2.16,570,1,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24706.438012
STRIPED MULLET,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120004,6,1,we,8836010101,1,0,0,1,0,0,370,0.78,0,0,6,01,1,0.78,370,1,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24706.438012
PINFISH,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120005,6,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24683.987747
SHEEPSHEAD,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120005,6,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263weS:8AM-8PM,,0,8,4467.2900881,24694.09713,24699.076018
HAIRY BLENNY,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120006,6,1,we,8842090307,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263weS:8AM-8PM,,0,8,523.12425472,2891.7041209,2891.4122166
REQUIEM SHARK GENUS,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120007,6,1,we,8708020500,0,1,0,0,0,1,0,0,0,0,6,01,1,0,0,0,2017011263weS:8AM-8PM,,0,8,523.12425472,2891.7041209,2893.1492509
SHEEPSHEAD,2017011263weS:8AM-8PM,2017112631550820170120,2017,12,3,1,1550820170120007,6,1,we,8835430301,0,2,1,0,1,2,0,0,409,1.820542483,6,01,3,1.8196132998,409,1,2017011263weS:8AM-8PM,,0,8,523.12425472,2891.7041209,2892.2871538
GRAY SNAPPER,2017011253weS:8AM-8PM,2017112531554220170116,2017,12,3,1,1554220170116001,6,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,5,01,1,0,0,0,2017011253weS:8AM-8PM,,0,8,2192.0502014,12117.122353,12113.378651
,2017011253weS:8AM-8PM,2017112531554220170116,2017,12,3,1,1554220170116002,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,0,0,0,0,2017011253weS:8AM-8PM,,0,8,2192.0502014,12117.122353,12117.122353
HERRING FAMILY,2017021253weS:8AM-8PM,2017112531554220170218,2017,12,3,1,1554220170218001,6,1,we,8747010000,0,0,12,0,12,0,0,0,0,0,5,02,12,0,0,12,2017021253weS:8AM-8PM,,0,8,1524.8256947,8428.8669568,8433.0792855
SPANISH MACKEREL,2017021253weS:8AM-8PM,2017112531554220170218,2017,12,3,1,1554220170218002,6,1,we,8850030502,0,1,0,0,0,1,0,0,0,0,5,02,1,0,0,0,2017021253weS:8AM-8PM,,0,8,1524.8256947,8428.8669568,8426.5292498
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101001,6,1,we,8835280306,0,3,0,0,0,3,0,0,0,0,5,01,3,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2465.2439339
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101002,6,1,we,8835280306,0,2,0,0,0,2,0,0,0,0,5,01,2,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2465.2439339
CREVALLE JACK,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101003,6,1,we,8835280303,0,2,0,0,0,2,0,0,0,0,5,01,2,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2465.8011411
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101004,6,1,we,8835280306,0,1,0,0,0,1,0,0,0,0,5,01,1,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2465.2439339
CREVALLE JACK,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101004,6,1,we,8835280303,0,1,0,0,0,1,0,0,0,0,5,01,1,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2465.8011411
SAND DRUM,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101005,6,1,we,8835441101,0,0,1,0,1,0,0,0,210,0.14,5,01,1,0.14,210,1,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2465.8011411
,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101006,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,0,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2464.5694718
,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101007,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,0,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2464.5694718
,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101008,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,0,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2464.5694718
,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101009,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,0,0,0,0,2017011253weS:8AM-8PM,,0,8,445.85338411,2464.5694718,2464.5694718
SAND DRUM,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101010,6,1,we,8835441101,0,0,1,0,1,0,0,0,210,0.12,5,01,1,0.12,210,1,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101011,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,0,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16377.730678
SAND DRUM,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101012,6,1,we,8835441101,4,0,10,4,10,0,1029,0.97,2572.5,2.425,5,01,14,3.395,3601.5,14,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101013,6,1,we,8835280306,0,0,4,0,4,0,0,0,1128,1.6803797223,5,01,4,1.680173392,1128,4,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16382.212661
CREVALLE JACK,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101013,6,1,we,8835280303,0,1,0,0,0,1,0,0,0,0,5,01,1,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
HOUNDFISH,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101013,6,1,we,8803020302,0,1,0,0,0,1,0,0,0,0,5,01,1,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
LADYFISH,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101013,6,1,we,8738010101,0,1,0,0,0,1,0,0,0,0,5,01,1,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101014,6,1,we,8835280306,0,0,2,0,2,0,0,0,720,1.5603525993,5,01,2,1.5601610068,720,2,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16382.212661
SAND DRUM,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101015,6,1,we,8835441101,0,0,1,0,1,0,0,0,212,0.14,5,01,1,0.14,212,1,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101016,6,1,we,8835280306,0,1,0,0,0,1,0,0,0,0,5,01,1,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16382.212661
,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101017,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,0,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16377.730678
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101018,6,1,we,8835280306,3,0,0,3,0,0,1062,2.4799634468,0,0,5,01,3,2.4802559596,1062,3,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16382.212661
ATLANTIC SHARPNOSE SHARK,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101019,6,1,we,8708020301,0,1,0,0,0,1,0,0,0,0,5,01,1,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
CREVALLE JACK,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101019,6,1,we,8835280303,0,2,0,0,0,2,0,0,0,0,5,01,2,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101020,6,1,we,8835280306,0,2,0,0,0,2,0,0,0,0,5,01,2,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16382.212661
CREVALLE JACK,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101020,6,1,we,8835280303,0,2,0,0,0,2,0,0,0,0,5,01,2,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16385.915454
BLUE RUNNER,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101021,6,1,we,8835280306,0,2,0,0,0,2,0,0,0,0,5,01,2,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16382.212661
,2017011253weS:8AM-8PM,2017112531563620170101,2017,12,3,1,1563620170101022,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,0,0,0,0,2017011253weS:8AM-8PM,,0,8,2962.8163176,16377.730678,16377.730678
,2017021253wdS:8AM-8PM,2017112531576020170202,2017,12,3,1,1576020170202001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,02,0,0,0,0,2017021253wdS:8AM-8PM,,0,8,5564.3548356,30758.405222,30758.405222
PINFISH,2017021253wdS:8AM-8PM,2017112531576020170202,2017,12,3,1,1576020170202002,6,1,wd,8835430201,0,0,3,0,3,0,0,0,490,0.3,5,02,3,0.3,490,3,2017021253wdS:8AM-8PM,,0,8,5731.8437771,31684.243507,31671.272466
BLUESTRIPED GRUNT,2017021253wdS:8AM-8PM,2017112531576020170202,2017,12,3,1,1576020170202003,6,1,wd,8835400113,0,2,0,0,0,2,0,0,0,0,5,02,2,0,0,0,2017021253wdS:8AM-8PM,,0,8,5731.8437771,31684.243507,31671.272466
BLUESTRIPED GRUNT,2017021253wdS:8AM-8PM,2017112531576020170202,2017,12,3,1,1576020170202004,6,1,wd,8835400113,0,2,0,0,0,2,0,0,0,0,5,02,2,0,0,0,2017021253wdS:8AM-8PM,,0,8,5731.8437771,31684.243507,31671.272466
,2017021253weS:8AM-8PM,2017112531576020170226,2017,12,3,1,1576020170226005,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,0,0,0,0,2017021253weS:8AM-8PM,,0,8,11420.730557,63131.03114,63131.03114
,2017021253weS:8AM-8PM,2017112531576020170226,2017,12,3,1,1576020170226006,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,0,0,0,0,2017021253weS:8AM-8PM,,0,8,11420.730557,63131.03114,63131.03114
,2017021253weS:8AM-8PM,2017112531576020170226,2017,12,3,1,1576020170226007,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,0,0,0,0,2017021253weS:8AM-8PM,,0,8,11420.730557,63131.03114,63131.03114
SCORPIONFISH FAMILY,2017021253weS:8AM-8PM,2017112531576020170226,2017,12,3,1,1576020170226008,6,1,we,8826010000,0,2,0,0,0,2,0,0,0,0,5,02,2,0,0,0,2017021253weS:8AM-8PM,,0,8,11420.730557,63131.03114,63162.580891
,2017021253weS:8AM-8PM,2017112531576020170226,2017,12,3,1,1576020170226009,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,0,0,0,0,2017021253weS:8AM-8PM,,0,8,11420.730557,63131.03114,63131.03114
,2017021253weS:8AM-8PM,2017112531576020170226,2017,12,3,1,1576020170226010,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,0,0,0,0,2017021253weS:8AM-8PM,,0,8,11420.730557,63131.03114,63131.03114
FLORIDA POMPANO,2017021253weS:8AM-8PM,2017112531576020170226,2017,12,3,1,1576020170226011,6,1,we,8835280901,0,2,0,0,0,2,0,0,0,0,5,02,2,0,0,0,2017021253weS:8AM-8PM,,0,8,11420.730557,63131.03114,63105.18627
,2017011273weS:8AM-8PM,2017112731511220170108,2017,12,3,5,1511220170108002,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,0,0,0,0,2017011273weS:8AM-8PM,,0,8,6107.0537723,33832.807763,33832.807763
HARDHEAD CATFISH,2017021273weS:8AM-8PM,2017112731511220170225,2017,12,3,5,1511220170225004,6,1,we,8777180202,0,1,0,0,0,1,0,0,0,0,7,02,1,0,0,0,2017021273weS:8AM-8PM,,0,8,109.31686452,605.61059399,604.02975656
KINGFISH GENUS,2017021273weS:8AM-8PM,2017112731511220170225,2017,12,3,5,1511220170225004,6,1,we,8835440600,0,1,0,0,0,1,0,0,0,0,7,02,1,0,0,0,2017021273weS:8AM-8PM,,0,8,109.31686452,605.61059399,604.57912598
,2017021273weS:8AM-8PM,2017112731511220170225,2017,12,3,5,1511220170225005,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,0,0,0,0,2017021273weS:8AM-8PM,,0,8,109.31686452,605.61059399,605.61059399
,2017021273weS:8AM-8PM,2017112731511220170225,2017,12,3,5,1511220170225006,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,0,0,0,0,2017021273weS:8AM-8PM,,0,8,109.31686452,605.61059399,605.61059399
