prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,DATE,TURTLE,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,BLUEFISH,19916498311we,116601991110311646,,C,5,,2,1,11,7,Y,15,100,2,1.5,1166019911103002,646,5,3,0,0,0,1,,2,4,9,9,4,2,6,1991,1166019911103,11,we,,,1166019911103002,,,,8,9,,Middlesex,14OCT92:18:05,8,8,1,,,,8835250101,,1,88,8,749,06424,911103,3,8,28,2830.8038047,19916498311we,,0,1166019911103002
,WINTER FLOUNDER,19916498311we,1115019911117189,0,C,5,,1,1,1,1,Y,24,145,1,2,1115019911117001,89,1,3,0,1,0,0,,2,4,9,9,4,1,6,1991,1115019911117,11,we,,,1115019911117001,1,1,0,8,1,,Fairfield,14OCT92:18:05,8,1,1,,,,8857042001,,1,88,8,1226,06484,911117,3,8,48,2830.8038047,19916498311we,,0,1115019911117001
STRIPED BASS,BLUEFISH,19916498311we,1115019911110182,,C,5,,2,1,1,1,Y,15,15,8,5.5,1115019911110003,82,5,3,0,0,0,0,,1,4,9,9,4,1,6,1991,1115019911110,11,we,,,1115019911110003,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1130,99999,911110,3,8,33,7527.3198176,19916498311we,,0,1115019911110003
STRIPED BASS,ATLANTIC HERRING,19916498311we,1115019911130192,,C,5,,2,1,1,9,Y,1,100,1,2,1115019911130001,92,5,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1115019911130,11,we,,,1115019911130001,,,,8,1,,New Haven,14OCT92:18:05,8,8,1,,,,8747010201,8835020102,1,88,8,1426,06762,911130,3,8,34,2830.8038047,19916498311we,,0,1115019911130001
STRIPED BASS,BLUEFISH,19916498311wd,111501991111911646,,C,5,,2,1,11,11,Y,10,30,8,2,1115019911119001,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1991,1115019911119,11,wd,,,1115019911119001,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,756,06237,911119,3,8,58,5636.8938176,19916498311wd,,0,1115019911119001
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,50,2,3,1166019911109012,92,2,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109012,,,,8,9,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1503,06605,911109,3,8,59,2830.8038047,19916498311we,,0,1166019911109012
STRIPED BASS,BLUEFISH,19916498311we,116601991110311646,,C,5,,2,1,11,11,Y,8,40,2,3,1166019911103006,646,5,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911103,11,we,,,1166019911103006,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,809,06380,911103,3,8,28,2830.8038047,19916498311we,,0,1166019911103006
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,50,1,3,1166019911109011,92,2,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109011,,,,8,9,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1503,06605,911109,3,8,27,2830.8038047,19916498311we,,0,1166019911109011
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,4,15,2,4.5,1166019911109003,92,2,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109003,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1348,06484,911109,3,8,34,2830.8038047,19916498311we,,0,1166019911109003
STRIPED BASS,ATLANTIC HERRING,19916498311we,1115019911130192,,C,5,,2,1,1,1,Y,5,100,2,2,1115019911130002,92,5,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1115019911130,11,we,,,1115019911130002,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8747010201,8835020102,1,88,8,1428,06430,911130,3,8,52,2830.8038047,19916498311we,,0,1115019911130002
,WINTER FLOUNDER,19916498311we,1115019911117189,,C,5,,2,1,1,1,Y,24,145,2,2,1115019911117002,89,1,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1115019911117,11,we,,,1115019911117002,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8857042001,,1,88,8,1228,06497,911117,3,8,60,2830.8038047,19916498311we,,0,1115019911117002
,STRIPED BASS,19916498311wd,111501991111911646,,C,5,,2,1,11,11,Y,15,100,8,1,1115019911119002,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1991,1115019911119,11,wd,,,1115019911119002,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,,1,88,8,818,06339,911119,3,8,45,5636.8938176,19916498311wd,,0,1115019911119002
,WINTER FLOUNDER,19916498311we,1115019911130189,0,C,5,,1,1,1,1,Y,20,100,8,1,1115019911130005,89,5,3,1,1,0,0,,1,4,9,9,4,1,6,1991,1115019911130,11,we,,,1115019911130005,1,1,0,8,1,,Fairfield,14OCT92:18:05,8,1,1,,,,8857042001,,1,88,8,1553,99999,911130,3,8,25,2830.8038047,19916498311we,,0,1115019911130005
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,50,8,4,1166019911109010,92,2,3,0,0,0,0,,1,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109010,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1456,06605,911109,3,8,46,2830.8038047,19916498311we,,0,1166019911109010
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,3,3,2,2,1166019911109007,92,2,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109007,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1432,06606,911109,3,8,35,2830.8038047,19916498311we,,0,1166019911109007
STRIPED BASS,BLUEFISH,19916498311we,116601991110311646,,C,5,,2,1,11,11,Y,2,12,1,3,1166019911103005,646,5,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911103,11,we,,,1166019911103005,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,809,06380,911103,3,8,28,2830.8038047,19916498311we,,0,1166019911103005
,BLUEFISH,19916498311we,116601991110311646,,C,5,,2,1,11,3,Y,15,150,1,1.5,1166019911103001,646,5,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911103,11,we,,,1166019911103001,,,,8,1,,Hartford,14OCT92:18:05,8,8,1,,,,8835250101,,1,88,8,749,06118,911103,3,8,28,2830.8038047,19916498311we,,0,1166019911103001
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,50,8,2.5,1166019911109008,92,2,3,0,0,0,0,,1,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109008,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1439,06604,911109,3,8,42,2830.8038047,19916498311we,,0,1166019911109008
STRIPED BASS,BLUEFISH,19916498311we,116601991110311646,,C,5,,2,1,11,11,Y,1,40,1,3,1166019911103003,646,5,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911103,11,we,,,1166019911103003,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,806,06357,911103,3,8,42,2830.8038047,19916498311we,,0,1166019911103003
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,12,15,2,3,1166019911109005,92,2,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109005,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1418,06460,911109,3,8,47,2830.8038047,19916498311we,,0,1166019911109005
STRIPED BASS,BLUEFISH,19916498311we,116601991110311646,,C,5,,2,1,11,11,Y,60,300,2,3,1166019911103004,646,5,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911103,11,we,,,1166019911103004,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,806,06357,911103,3,8,41,2830.8038047,19916498311we,,0,1166019911103004
,STRIPED BASS,19916498311we,1115019911130185,,C,5,,2,1,1,1,Y,30,200,8,3,1115019911130004,85,5,3,0,0,0,0,,1,4,9,9,4,1,6,1991,1115019911130,11,we,,,1115019911130004,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835020102,,1,88,8,1523,06611,911130,3,8,52,7527.3198176,19916498311we,,0,1115019911130004
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,10,25,1,3,1166019911109004,92,2,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109004,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1418,06606,911109,3,8,39,2830.8038047,19916498311we,,0,1166019911109004
,BLUEFISH,19916498711we,111501991112311673,,C,5,,3,0,11,11,Y,8,30,2,3,1115019911123022,673,8,7,0,0,1,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123021,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835250101,,1,1,8,1715,06340,911123,3,2,23,2852.0609284,19916498711we,,0,1115019911123021
,TAUTOG,19916498711we,11150199111091162,,C,5,,2,1,11,27,O,8,25,1,2,1115019911109001,62,8,7,0,0,0,0,,2,5,9,36,4,1,6,1991,1115019911109,11,we,,,1115019911109001,,,,8,1,,,14OCT92:18:05,8,8,1,,,,8839010101,,1,1,8,1100,12532,911109,3,2,38,7446.5729827,19916498711we,,0,1115019911109001
STRIPED BASS,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,1,1,2,4,1115019911123018,673,8,7,1,0,0,1,,3,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123016,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8835020102,1,1,8,1642,06355,911123,3,2,7,2852.0609284,19916498711we,,0,1115019911123018
,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,12,50,2,3,1115019911123020,673,8,7,1,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123019,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,,1,1,8,1658,06360,911123,3,2,35,2852.0609284,19916498711we,,0,1115019911123020
TAUTOG,WINTER FLOUNDER,19916498711we,111501991112311672,0,C,5,,2,1,11,11,Y,36,80,1,4,1115019911123014,672,8,7,3,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123014,1,,,8,9,,New London,14OCT92:18:05,8,8,1,,,,8857042001,8839010101,1,1,8,1540,06420,911123,3,2,53,5108.9165255,19916498711we,,0,1115019911123014
TAUTOG,WINTER FLOUNDER,19916498711we,111501991112311672,0,C,5,,2,1,11,3,Y,36,80,2,4,1115019911123015,672,8,7,2,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123014,1,,,8,1,,Hartford,14OCT92:18:05,8,8,1,,,,8857042001,8839010101,1,1,8,1541,06033,911123,3,2,49,5108.9165255,19916498711we,,0,1115019911123015
,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,3,Y,3,75,2,5,1115019911123013,673,8,7,1,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123012,1,,,8,9,,Hartford,14OCT92:18:05,8,8,1,,,,8839010101,,1,1,8,1455,99999,911123,3,2,57,2852.0609284,19916498711we,,0,1115019911123013
STRIPED BASS,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,8,25,1,4,1115019911123016,673,8,7,3,0,0,0,,3,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123016,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8835020102,1,1,8,1640,06355,911123,3,2,43,2852.0609284,19916498711we,,0,1115019911123016
,BLUEFISH,19916498711we,111501991112311673,0,C,5,,1,2,11,11,Y,8,30,1,3,1115019911123021,673,8,7,0,7,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123021,1,7,0,8,1,,New London,14OCT92:18:05,8,2,1,,,,8835250101,,1,1,2,1712,06339,911123,3,2,29,2852.0609284,19916498711we,,0,1115019911123021
,TAUTOG,19916498711we,11150199111091162,,C,5,,2,1,11,27,O,8,25,2,2,1115019911109002,62,8,7,0,0,0,1,,2,5,9,36,4,1,6,1991,1115019911109,11,we,,,1115019911109001,,,,8,1,,,14OCT92:18:05,8,8,1,,,,8839010101,,1,1,8,1100,12532,911109,3,2,33,7446.5729827,19916498711we,,0,1115019911109002
STRIPED BASS,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,3,6,2,4,1115019911123017,673,8,7,1,0,0,1,,3,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123016,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8835020102,1,1,8,1641,06355,911123,3,2,10,2852.0609284,19916498711we,,0,1115019911123017
BLUEFISH,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,1,1,11,11,Y,5,30,1,4.5,1115019911123002,673,8,7,1,1,0,0,,3,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123002,1,1,0,8,1,,New London,14OCT92:18:05,8,1,1,,,,8835020102,8835250101,1,1,8,1310,06360,911123,3,2,51,2852.0609284,19916498711we,,0,1115019911123002
,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,3,Y,7,75,1,5,1115019911123012,673,8,7,1,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123012,1,,,8,9,,Hartford,14OCT92:18:05,8,8,1,,,,8839010101,,1,1,8,1454,06112,911123,3,2,53,2852.0609284,19916498711we,,0,1115019911123012
,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,8,22,1,3,1115019911123019,673,8,7,1,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123019,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,,1,1,8,1657,06249,911123,3,2,45,2852.0609284,19916498711we,,0,1115019911123019
,WINTER FLOUNDER,19916498711we,111501991112311673,0,C,5,,1,2,11,11,Y,20,50,1,4,1115019911123003,673,8,7,3,15,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123003,1,,,8,1,,New London,14OCT92:18:05,8,2,1,,,,8857042001,,1,1,2,1345,06340,911123,3,2,67,2852.0609284,19916498711we,,0,1115019911123003
,WINTER FLOUNDER,19916498711we,111501991112311673,0,C,5,,2,1,11,3,Y,20,50,8,6,1115019911123011,673,8,7,1,0,0,0,,1,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123011,1,,,8,1,,Hartford,14OCT92:18:05,8,8,1,,,,8857042001,,1,1,8,1430,06082,911123,3,2,55,2852.0609284,19916498711we,,0,1115019911123011
,WINTER FLOUNDER,19916498712we,1115019911201162,0,C,5,,2,1,1,1,Y,6,25,1,4,1115019911201001,62,8,7,1,0,0,0,,3,4,9,9,4,1,6,1991,1115019911201,12,we,,,1115019911201001,1,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8857042001,,1,1,8,1125,06851,911201,3,2,31,2852.0609284,19916498712we,,0,1115019911201001
,WINTER FLOUNDER,19916498711we,11150199111091162,0,C,5,,1,1,11,1,Y,7,25,8,3,1115019911109003,62,8,7,1,5,0,0,,1,4,9,9,4,1,6,1991,1115019911109,11,we,,,1115019911109003,1,,,8,1,,Fairfield,14OCT92:18:05,8,1,1,,,,8857042001,,1,1,8,1124,06896,911109,3,2,34,5108.9165255,19916498711we,,0,1115019911109003
WINTER FLOUNDER,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,20,40,1,5,1115019911123009,673,8,7,2,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123009,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8857042001,1,1,8,1420,06370,911123,3,2,58,2852.0609284,19916498711we,,0,1115019911123009
,WINTER FLOUNDER,19916498711we,111501991112311673,,C,5,,3,0,11,11,Y,3,3,2,4,1115019911123004,673,8,7,0,0,1,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123003,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8857042001,,1,1,8,1347,06340,911123,3,2,74,2852.0609284,19916498711we,,0,1115019911123003
WINTER FLOUNDER,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,0,40,2,5,1115019911123010,673,8,7,2,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123009,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8857042001,1,1,8,1422,06249,911123,3,2,34,2852.0609284,19916498711we,,0,1115019911123010
WINTER FLOUNDER,TAUTOG,19916498711wd,111501991110711673,0,C,5,,1,1,11,11,Y,4,100,8,2,1115019911107001,673,8,7,2,2,0,0,,1,4,9,9,4,1,6,1991,1115019911107,11,wd,,,1115019911107001,1,,,8,1,,New London,14OCT92:18:05,8,1,1,,,,8839010101,8857042001,1,1,8,1245,06340,911107,3,2,66,3874.9216912,19916498711wd,,0,1115019911107001
,STRIPED BASS,19916498712we,1115019911201162,,C,5,,2,1,1,1,Y,6,30,2,5,1115019911201005,62,8,7,0,0,0,1,,2,4,9,9,4,1,6,1991,1115019911201,12,we,,,1115019911201004,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835020102,,1,1,8,1322,06854,911201,3,2,38,2852.0609284,19916498712we,,0,1115019911201005
,STRIPED BASS,19916498712we,1115019911201162,,C,5,,2,1,1,1,Y,6,30,1,5,1115019911201004,62,8,7,0,0,0,0,,2,4,9,9,4,1,6,1991,1115019911201,12,we,,,1115019911201004,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835020102,,1,1,8,1320,06854,911201,3,2,39,2852.0609284,19916498712we,,0,1115019911201004
WINTER FLOUNDER,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,15,100,2,7.5,1115019911123008,673,8,7,1,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123007,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,8857042001,1,1,8,1415,06351,911123,3,2,42,2852.0609284,19916498711we,,0,1115019911123008
,WINTER FLOUNDER,19916498712we,1115019911201162,0,C,5,,2,1,1,1,Y,2,25,2,4,1115019911201002,62,8,7,1,0,0,1,,3,4,9,9,4,1,6,1991,1115019911201,12,we,,,1115019911201001,1,0,2,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8857042001,,1,1,8,1127,06851,911201,3,2,30,2852.0609284,19916498712we,,0,1115019911201002
WINTER FLOUNDER,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,5,40,1,7.5,1115019911123007,673,8,7,2,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123007,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,8857042001,1,1,8,1413,06351,911123,3,2,39,2852.0609284,19916498711we,,0,1115019911123007
POLLOCK,ATLANTIC MACKEREL,199164258312wd,11621199112099110,,1,1,,2,1,9,17,Y,5,15,2,3,1162119911209002,110,1,3,0,0,0,1,,2,4,25,25,4,1,6,1991,1162119911209,12,wd,,,1162119911209002,,,,8,1,,Middlesex,14OCT92:18:05,1,8,1,,,,8850030302,8791030901,1,88,8,1409,02180,911209,3,8,54,561.93209998,199164258312wd,,0,1162119911209002
,ATLANTIC MACKEREL,199164258311we,11199199111021701,,1,1,,2,1,1,23,Y,25,60,8,1,1119919911102001,701,2,3,0,0,0,0,,1,4,25,25,4,1,6,1991,1119919911102,11,we,,,1119919911102001,,,,8,1,,Plymouth,14OCT92:18:04,1,8,1,,,,8850030302,,1,88,8,1030,02360,911102,3,8,30,547.40289993,199164258311we,,0,1119919911102001
,STRIPED BASS,199164258311wd,11460199111057764,0,1,1,,1,1,7,7,Y,25,40,8,2,1146019911105001,764,5,3,2,1,0,0,,1,4,25,25,4,1,6,1991,1146019911105,11,wd,,,1146019911105001,2,1,0,8,1,,Dukes,14OCT92:18:04,1,1,1,,,,8835020102,,1,88,8,1351,02568,911105,3,8,77,293.276459,199164258311wd,,0,1146019911105001
,STRIPED BASS,199164258311wd,12002199111131701,0,1,1,,2,1,1,23,Y,41,120,8,3.5,1200219911113001,701,2,3,2,0,0,0,,1,4,25,25,4,1,6,1991,1200219911113,11,wd,,,1200219911113001,2,,,8,1,,Plymouth,14OCT92:18:05,1,8,1,,,,8835020102,,1,88,8,830,02324,911113,3,8,50,729.83924181,199164258311wd,,0,1200219911113001
,,199164258311wd,12007199111061737,,1,1,,2,1,1,1,Y,10,25,8,0.5,1200719911106001,737,5,3,0,0,0,0,,1,4,25,25,4,1,6,1991,1200719911106,11,wd,,,1200719911106001,,,,8,1,,Barnstable,14OCT92:18:05,1,8,1,,,,,,1,88,8,1528,02664,911106,3,8,59,293.276459,199164258311wd,,0,1200719911106001
BLUEFISH,STRIPED BASS,199164258311wd,12002199111141411,,1,1,,2,1,1,23,Y,30,80,8,1,1200219911114002,411,2,3,0,0,0,0,,1,4,25,25,4,1,6,1991,1200219911114,11,wd,,,1200219911114002,,,,8,1,,Plymouth,14OCT92:18:05,1,8,1,,,,8835020102,8835250101,1,88,8,1654,02360,911114,3,8,34,729.83924181,199164258311wd,,0,1200219911114002
,RAINBOW SMELT,199164258311wd,21561199111275821,0,1,1,,1,1,5,5,Y,40,200,8,6,2156119911127001,821,1,3,0,2,0,0,,1,4,25,25,4,1,6,1991,2156119911127,11,wd,,,2156119911127001,2,4,0,8,1,,Bristol,14OCT92:18:05,1,1,1,,,,8755030302,,1,88,8,1320,99999,911127,3,8,68,829.43271617,199164258311wd,,0,2156119911127001
